timestamp,r2_score,mse
2025-07-22 23:01:51,0.8285,48.5652
2025-07-22 23:37:34,0.8623,48.0168
2025-07-22 23:40:09,0.8598,55.286
2025-07-22 23:46:31,0.8842,39.503
2025-07-23 00:07:37,0.8509,51.98362025-07-23 11:46:37,0.8887,36.2962
2025-07-23 11:48:15,0.9153,35.1309
